house car land income mate class
4 0 3 67628 0 2
1 4 4 -37571 1 0
1 1 0 19409 0 0
3 0 2 77856 1 1
0 3 1 55150 0 0
1 0 1 4024 1 0
0 1 1 85872 0 0
3 0 1 72221 0 1
4 0 2 -29662 0 1
3 1 3 3306 1 3
1 2 3 15642 1 0
2 3 0 5225 0 0
1 0 0 3492 0 0
1 4 4 6164 1 0
1 3 0 73622 1 1
0 4 0 2398 0 0
4 2 2 27586 0 1
0 4 0 82340 1 1
0 4 4 -38003 0 0
2 0 0 -30784 1 0
3 3 1 15373 1 3
4 4 3 82483 0 2
2 4 2 94218 0 0
3 3 1 67637 1 3
0 4 0 26862 1 0
2 4 0 4806 0 0
4 4 4 43807 1 3
4 0 1 4567 0 1
1 1 1 18989 0 0
2 4 3 39136 1 0
2 0 2 -38693 1 0
0 1 3 59558 1 1
1 2 0 11641 1 0
1 3 0 95831 0 0
1 1 4 51984 1 1
2 1 3 -7533 0 0
1 3 1 73449 1 1
1 0 2 39545 1 0
2 3 3 99967 1 1
2 0 4 24202 1 0
2 0 4 19228 1 0
0 0 0 23202 0 0
4 0 3 91986 0 2
1 0 1 -42547 1 0
4 3 1 33282 1 3
0 4 2 -30124 1 0
4 2 4 -40005 0 2
3 1 0 21744 1 1
2 2 3 6473 0 0
2 0 0 -6275 1 0
4 2 4 -41137 0 2
2 1 0 -12258 0 0
3 2 2 72741 1 1
3 4 2 -6746 0 2
0 0 2 -37965 0 0
4 2 0 30719 0 1
0 4 2 -44387 0 0
4 4 3 -42024 1 3
3 1 2 -36884 1 1
2 4 4 -2017 1 0
2 0 3 9385 1 0
1 2 0 49510 0 0
3 2 0 29100 0 1
3 4 4 -35628 1 3
0 4 1 16094 1 0
4 1 4 63813 0 2
4 2 2 22244 1 1
4 2 3 28668 0 2
1 4 2 42549 0 0
1 2 1 21675 1 0
3 2 4 54995 1 3
3 3 1 38612 0 2
0 4 3 71886 1 1
3 3 2 73665 0 2
2 4 1 -48288 0 0
3 1 4 88197 1 3
3 4 1 191 1 3
2 4 3 77775 1 1
4 0 2 75838 1 1
0 3 4 17250 1 0
0 2 3 16749 1 0
3 2 1 6862 1 1
3 3 2 -48833 1 3
1 1 1 34914 1 0
0 0 3 52687 0 0
2 4 0 -10842 0 0
3 2 0 50431 1 1
3 0 0 13713 1 1
3 1 1 36282 1 1
1 2 1 -28974 0 0
3 0 1 76589 1 1
1 2 4 31283 0 0
1 0 4 54912 0 0
4 2 2 -27856 0 1
0 3 4 11082 0 0
1 1 1 80251 1 1
4 0 2 4016 1 1
3 3 4 59255 1 3
2 3 3 74739 1 1
3 3 2 68638 1 3
0 4 1 -43012 1 0
2 2 3 63190 1 1
1 2 0 7741 0 0
1 3 1 -8334 0 0
3 1 3 19061 1 3
2 3 4 30290 0 0
1 3 3 -11038 1 0
3 0 0 -6822 0 1
1 3 4 -15499 0 0
0 1 3 64743 0 0
2 2 2 79789 0 0
4 1 4 31961 0 2
4 0 1 -31538 0 1
3 1 1 11395 1 1
2 0 4 351 0 0
0 1 3 -4375 1 0
1 2 1 -2347 0 0
0 0 3 49922 0 0
1 1 4 15062 0 0
2 2 3 -29673 1 0
4 0 1 57566 1 1
4 3 3 21369 1 3
4 3 2 91237 1 3
1 1 2 33712 1 0
3 3 1 88409 0 2
4 1 1 -36853 1 1
2 2 4 85836 0 0
2 3 3 7083 1 0
0 1 0 68918 0 0
4 3 4 79066 1 3
3 2 0 -47932 1 1
4 1 1 71839 0 1
3 0 4 89902 1 3
1 0 2 70013 1 1
2 0 1 90608 1 1
0 2 3 31054 1 0
3 2 3 58745 0 2
3 0 3 13035 0 2
1 1 1 20729 1 0
3 4 0 -34086 0 2
4 2 2 71055 0 1
0 1 4 -27359 0 0
3 1 2 44988 0 1
4 4 4 21196 1 3
4 4 4 4208 0 2
2 1 0 -6455 0 0
1 2 3 35283 1 0
0 1 3 -23422 0 0
4 1 4 98227 0 2
3 3 2 -26789 1 3
4 1 2 62885 0 1
0 0 1 34791 0 0
0 3 2 11049 0 0
3 4 3 13135 0 2
4 3 3 71768 1 3
1 2 3 53487 0 0
1 1 2 54285 1 1
3 0 3 58079 0 2
3 3 4 94268 1 3
4 1 0 83929 1 1
2 3 3 -10226 1 0
4 0 1 83800 0 1
0 0 4 98067 0 0
2 0 3 -38239 1 0
4 0 4 -17321 0 2
2 1 3 55864 0 0
1 1 0 68309 0 0
3 3 1 32642 0 2
3 4 1 89471 0 2
1 1 3 -12011 1 0
2 0 0 -17821 0 0
1 4 3 56687 0 0
3 1 1 -11982 0 1
2 3 1 28017 0 0
2 4 4 44857 1 1
4 2 4 39434 0 2
2 3 4 83037 0 0
2 3 4 -39457 1 0
3 4 1 11723 1 3
1 3 2 52587 0 0
2 2 0 53929 0 0
0 0 1 74060 1 1
0 3 2 38089 0 0
3 4 3 -18934 1 3
3 0 0 67474 1 1
0 0 1 74289 0 0
3 4 4 57550 0 2
3 2 2 94039 0 1
1 3 0 93472 0 0
1 3 4 51216 0 0
0 1 2 -10611 1 0
1 0 4 12955 0 0
0 4 0 -25457 0 0
4 1 3 15137 1 3
2 3 1 76900 0 0
0 1 0 65648 0 0
0 2 3 41172 0 0
3 0 3 -5213 0 2
0 4 1 20694 1 0
3 3 1 9352 1 3
3 1 0 80646 0 1
0 3 4 -13856 0 0
4 1 3 -14566 1 3
4 2 4 -40074 1 3
1 1 4 2806 1 0
0 0 0 -24187 0 0
1 1 1 82860 0 0
3 0 3 77185 1 3
2 1 3 57411 1 1
2 1 3 -26059 1 0
1 4 3 50412 1 1
4 0 1 54318 0 1
3 4 3 -11828 0 2
2 4 4 -8411 0 0
2 0 4 72130 1 1
3 0 0 14048 1 1
3 0 1 23806 0 1
1 0 1 67640 0 0
4 3 4 83551 1 3
2 2 3 53356 1 1
2 2 3 42636 1 1
2 0 3 63604 0 0
3 1 2 12317 1 1
4 4 1 73872 1 3
2 2 2 35333 1 0
0 3 4 -40109 1 0
2 3 2 6875 1 0
3 0 3 26023 0 2
3 0 2 39069 0 1
2 1 0 60442 0 0
2 2 1 40747 1 1
3 3 4 32479 0 2
0 2 4 -16810 1 0
4 0 3 93154 1 3
1 4 4 40098 0 0
4 2 3 12853 0 2
0 2 2 -22068 1 0
3 2 0 77256 1 1
1 3 0 25793 0 0
1 3 1 97632 1 1
4 2 3 61405 0 2
3 4 4 39086 1 3
3 0 0 -14475 1 1
2 0 0 47156 0 0
2 3 3 27118 0 0
3 2 2 42791 1 1
3 4 2 -46253 1 3
4 3 4 72873 0 2
0 0 3 31073 0 0
1 2 0 -31870 1 0
4 4 4 92171 0 2
1 2 0 56547 1 1
4 0 4 43242 0 2
0 4 3 60183 1 1
3 2 1 9064 1 1
4 3 3 54641 0 2
2 4 4 -4908 1 0
2 2 0 -15439 0 0
2 3 3 81784 1 1
3 2 0 72523 0 1
3 1 4 46343 0 2
4 0 2 95668 1 1
3 2 3 67647 0 2
3 3 2 81708 0 2
2 0 1 -18594 0 0
4 2 4 -38460 0 2
4 1 2 94556 1 1
2 2 1 72978 1 1
0 3 3 72568 1 1
0 3 4 96743 0 0
0 1 0 1021 0 0
1 0 4 2661 0 0
2 4 2 7601 1 0
4 4 4 53804 1 3
0 4 3 -15870 0 0
2 1 2 76770 1 1
0 0 3 -48137 1 0
4 4 2 31149 0 2
3 3 2 -35896 1 3
4 2 3 29346 1 3
2 3 4 40935 0 0
0 2 0 -19893 1 0
4 4 1 80144 1 3
0 1 4 -23260 1 0
4 0 1 -14590 1 1
0 3 0 67918 0 0
1 4 1 6610 0 0
4 1 0 -17051 1 1
0 4 1 -10437 1 0
2 2 0 3447 1 0
4 3 1 3573 0 2
0 1 0 37949 0 0
2 1 3 -36637 0 0
2 3 2 8320 1 0
4 4 0 9732 1 3
0 0 3 -16651 1 0
3 1 4 -25105 0 2
1 3 1 37213 1 0
4 0 0 -28622 1 1
2 2 3 -32635 0 0
2 1 2 76630 1 1
2 0 1 61035 0 0
3 4 1 -42228 0 2
1 1 4 -6445 1 0
4 2 2 28964 0 1
2 4 4 52914 1 1
3 2 3 -26634 0 2
3 4 3 55711 0 2
0 2 3 41454 1 1
0 1 4 -38453 1 0
2 2 4 64361 0 0
1 2 3 46161 1 1
1 3 0 94085 1 1
3 3 1 55097 0 2
2 3 2 -3698 1 0
0 3 4 97840 1 1
3 2 4 25904 0 2
4 4 2 86611 0 2
4 4 2 5011 0 2
4 4 2 39522 0 2
2 0 3 -40761 1 0
0 1 3 -42571 0 0
1 3 1 56899 1 1
4 1 1 9805 1 1
3 1 1 -1509 0 1
1 3 1 35555 0 0
1 3 3 -23328 1 0
1 3 0 23245 0 0
1 4 3 -32257 1 0
3 3 3 25803 0 2
2 3 3 -25756 1 0
0 4 1 24799 0 0
1 3 1 51079 1 1
3 1 2 -40543 1 1
2 0 2 74157 0 0
1 0 2 19056 1 0
4 0 4 19063 0 2
1 3 2 58688 1 1
2 3 2 -18439 1 0
1 4 2 -21437 0 0
4 2 0 -27081 0 1
1 2 2 75423 1 1
3 0 2 9554 0 1
3 0 0 -46736 1 1
3 2 3 -40529 1 3
2 1 1 73769 0 0
4 4 4 62803 1 3
4 1 1 -34533 0 1
0 3 4 30483 1 0
2 2 4 -39927 0 0
4 4 2 80332 1 3
4 2 0 -31035 0 1
3 0 4 12463 1 3
3 3 4 -26999 0 2
0 3 2 21170 0 0
1 0 4 66533 1 1
3 3 2 66234 0 2
4 1 4 22808 0 2
3 4 3 -33299 1 3
2 3 2 61967 0 0
2 4 1 77792 0 0
0 4 0 -22569 1 0
4 4 1 37893 0 2
2 0 3 -46711 1 0
0 2 4 -28062 0 0
3 0 2 -9719 1 1
3 1 0 -37176 1 1
1 3 0 84847 1 1
0 3 0 21240 0 0
2 4 0 -45861 0 0
2 4 2 41596 0 0
4 1 0 23943 1 1
0 3 4 28532 1 0
0 0 0 2406 0 0
1 4 1 81379 0 0
3 0 4 -33900 0 2
2 3 3 8017 0 0
4 0 3 55335 0 2
0 1 2 -40824 1 0
1 0 2 48750 0 0
3 2 2 63523 1 1
0 2 0 5112 0 0
4 3 4 93293 1 3
0 4 4 -39865 1 0
0 0 0 56627 0 0
2 0 0 -14466 1 0
0 2 4 -12406 1 0
4 1 0 99237 1 1
3 3 3 99976 0 2
0 3 1 80429 0 0
4 0 1 27431 0 1
4 0 0 9748 1 1
2 3 1 6699 0 0
2 2 2 22820 1 0
4 0 1 40169 1 1
0 1 2 76729 0 0
0 0 1 19742 0 0
0 1 2 -7568 1 0
2 1 1 23858 1 0
0 4 2 88965 1 1
2 4 0 97125 0 0
4 3 3 76472 1 3
1 0 3 17766 1 0
0 0 2 -42961 1 0
1 1 2 31450 0 0
0 2 3 42224 0 0
1 1 4 -16621 0 0
2 3 3 53791 0 0
2 2 4 28937 0 0
0 3 0 -11267 0 0
3 0 0 -10348 0 1
1 3 4 14016 1 0
4 0 3 81757 1 3
4 4 4 -25928 1 3
4 0 4 -27677 0 2
1 2 1 -10195 0 0
3 2 1 29224 0 1
0 3 1 46552 0 0
1 4 1 -43740 1 0
4 3 2 5806 1 3
1 2 3 -8932 0 0
4 4 1 -30710 1 3
1 1 3 -14700 1 0
4 2 1 -2796 1 1
3 4 3 -43078 1 3
1 0 2 33373 0 0
4 1 3 77702 1 3
1 1 4 15279 1 0
1 3 3 30498 0 0
4 0 1 70256 0 1
1 4 4 84366 0 0
0 3 0 -19885 1 0
0 2 2 28202 0 0
3 4 4 -11645 1 3
4 4 1 66296 0 2
1 2 3 92188 1 1
3 2 2 57049 1 1
3 1 3 59085 1 3
2 1 0 -36139 0 0
2 0 1 68975 1 1
3 2 3 -6701 1 3
4 4 1 40508 0 2
0 4 0 43868 0 0
0 2 3 75991 1 1
4 1 0 -20940 1 1
2 4 4 -41291 0 0
3 0 4 -644 0 2
2 0 0 83268 1 1
3 0 4 7874 1 3
0 2 1 22980 1 0
4 2 0 -17535 1 1
1 4 0 60898 1 1
3 4 1 64213 0 2
1 3 1 56522 0 0
0 0 3 39802 0 0
1 3 3 -4045 0 0
2 4 1 43312 1 1
3 3 0 49721 1 3
1 2 4 7543 1 0
3 1 3 -34954 0 2
2 4 1 -13682 1 0
4 2 1 82292 1 1
2 0 3 -45402 1 0
1 2 3 -23599 0 0
3 0 3 -46132 1 3
4 1 0 -35572 0 1
1 1 2 27184 0 0
0 2 1 19859 0 0
1 3 1 17375 1 0
1 1 3 39458 0 0
0 1 4 84986 0 0
4 2 1 68263 0 1
4 3 0 2240 1 3
1 2 3 -20134 1 0
4 4 0 13117 1 3
3 0 2 37262 1 1
2 1 3 -41468 1 0
3 1 1 45785 0 1
2 2 1 6750 0 0
1 0 1 21061 0 0
0 4 1 -46592 1 0
3 1 0 77268 1 1
0 0 3 49130 0 0
1 1 3 2107 1 0
0 3 2 68291 0 0
0 0 1 89839 0 0
2 1 1 6676 0 0
0 4 3 33973 0 0
1 4 2 -49220 0 0
3 2 0 36496 0 1
4 1 3 32227 1 3
3 2 0 87312 1 1
0 2 1 91240 1 1
1 0 3 71130 1 1
3 1 2 80253 1 1
2 4 1 17970 0 0
4 4 2 8535 0 2
4 1 3 42925 1 3
3 2 1 22212 0 1
0 1 0 39890 0 0
3 1 1 80200 1 1
3 4 3 26768 0 2
4 2 1 80317 1 1
2 4 3 31726 0 0
0 3 1 14098 1 0
1 4 0 -49147 1 0
1 1 4 -6073 0 0
4 0 0 -6529 1 1
4 0 2 83263 1 1
3 2 2 43565 1 1
4 2 0 44915 0 1
0 1 4 -14489 1 0
2 1 3 7446 0 0
2 4 4 -11253 0 0
0 2 3 97412 0 0
2 0 4 8696 1 0
2 4 3 -28032 0 0
2 1 1 -13598 1 0
0 1 1 57289 0 0
4 4 1 37162 1 3
1 0 3 -6804 0 0
0 2 4 54955 0 0
2 1 3 79276 0 0
3 1 2 27115 0 1
3 0 2 38509 1 1
0 1 0 30051 1 0
3 3 1 49373 1 3
0 4 0 41460 0 0
4 4 2 8282 0 2
2 2 4 -33679 0 0
4 0 2 7080 0 1
0 1 3 69323 1 1
2 1 4 50919 1 1
2 0 4 -42892 0 0
0 3 0 79820 1 1
2 3 0 -9805 0 0
1 1 2 -28173 1 0
2 3 4 27760 0 0
1 4 4 98861 1 1
3 0 3 71297 1 3
4 2 2 38006 1 1
2 1 0 28674 1 0
3 2 1 25666 0 1
2 4 2 41713 1 1
4 4 3 -44492 1 3
1 0 2 8849 0 0
2 3 4 -2389 1 0
2 4 0 53977 0 0
2 2 0 -39912 1 0
4 1 4 14908 1 3
4 0 0 46387 0 1
3 1 1 51039 0 1
3 3 2 80729 1 3
3 2 1 -44665 0 1
2 3 2 -37601 0 0
3 0 3 -26651 0 2
1 3 0 81253 1 1
2 1 4 -11278 0 0
0 0 4 95551 1 1
3 2 2 11610 1 1
3 1 4 75397 0 2
4 3 3 18853 0 2
0 4 4 82382 1 1
2 3 3 31991 0 0
2 1 3 24135 1 0
3 3 4 22793 0 2
0 1 4 38370 0 0
3 0 4 2370 1 3
3 3 4 91076 0 2
0 3 1 85794 0 0
1 2 1 -47301 1 0
1 1 2 -45491 1 0
4 4 3 92000 0 2
4 3 2 -19724 1 3
2 0 3 -1604 0 0
2 3 1 -10284 0 0
2 2 1 15858 0 0
3 3 1 61770 0 2
2 2 4 82941 0 0
2 0 3 41643 1 1
1 2 3 -36619 0 0
1 1 0 47766 1 1
0 2 4 53079 0 0
0 4 0 33906 0 0
1 3 1 -6589 1 0
4 4 0 9891 0 2
3 4 0 64291 1 3
2 4 3 99628 0 0
2 1 0 34001 0 0
3 2 0 -13646 0 1
4 1 3 61601 0 2
4 2 2 -22823 1 1
1 2 4 67271 0 0
2 2 4 20242 0 0
2 2 1 -15806 0 0
0 2 2 87691 1 1
3 3 1 -48151 0 2
0 3 3 51618 1 1
4 4 2 2928 0 2
2 4 3 42179 1 1
0 1 0 65712 0 0
3 3 2 43242 1 3
0 1 1 61816 1 1
4 1 3 70975 0 2
1 4 0 43065 0 0
3 3 1 -32170 1 3
1 4 4 13159 0 0
1 3 0 -39132 0 0
2 0 3 -15272 1 0
3 0 3 -12818 1 3
2 0 4 83216 0 0
4 0 0 -16503 1 1
3 0 2 -42419 0 1
3 4 1 86115 1 3
0 2 0 89996 1 1
3 4 2 -7081 1 3
2 2 4 -43017 0 0
0 1 0 19777 1 0
4 4 1 70471 0 2
3 0 3 68388 1 3
1 0 4 -41617 1 0
3 1 1 61056 1 1
4 1 4 17757 1 3
0 1 3 2301 0 0
1 4 0 75358 0 0
3 0 4 39934 1 3
4 4 4 32843 1 3
4 4 0 -18488 0 2
4 0 1 -30204 0 1
1 0 0 41559 1 1
3 0 1 15045 0 1
1 3 0 88420 0 0
2 4 1 85173 1 1
4 4 4 -40768 1 3
3 1 0 43878 0 1
1 3 4 -10599 1 0
2 1 3 83306 1 1
1 0 1 45317 0 0
2 2 4 15355 1 0
0 3 3 -11310 1 0
0 4 1 -35984 0 0
0 2 0 -22226 0 0
4 1 3 49888 1 3
3 4 2 -44065 0 2
4 2 0 2270 1 1
0 4 0 89142 0 0
0 4 4 3243 0 0
1 4 3 -20215 0 0
4 2 2 47972 0 1
1 2 1 63150 1 1
4 4 3 95203 0 2
1 3 3 14151 0 0
3 0 1 24338 1 1
1 0 2 81693 0 0
3 1 1 -49786 1 1
3 0 4 99092 1 3
4 1 3 61230 1 3
4 4 1 99473 1 3
2 1 1 -48207 0 0
3 2 1 5024 1 1
3 2 2 -30527 1 1
1 2 2 87558 1 1
1 4 4 5173 0 0
0 1 4 60661 1 1
3 2 3 -42728 0 2
3 0 4 43172 0 2
1 1 0 74144 0 0
4 4 2 80514 1 3
0 3 4 -23094 0 0
1 2 0 30140 1 0
2 1 1 527 1 0
2 2 0 57016 0 0
2 1 1 51473 1 1
2 4 2 -16638 0 0
3 2 3 4145 0 2
0 0 3 37371 1 0
0 3 4 -32277 0 0
2 3 1 5302 0 0
4 2 0 -46642 0 1
2 4 1 14744 1 0
1 0 1 8288 0 0
3 1 4 10197 0 2
2 0 1 -30688 0 0
0 0 3 -32407 1 0
0 1 0 29410 1 0
0 0 1 49581 0 0
2 0 2 -42676 0 0
0 1 4 4923 1 0
0 3 3 25682 1 0
1 2 4 83706 1 1
1 0 0 85619 0 0
1 0 2 12366 0 0
2 1 3 55980 1 1
4 3 3 -16280 0 2
4 3 1 -9392 1 3
3 2 0 86471 0 1
1 3 4 -20624 1 0
2 2 2 -33332 0 0
2 3 2 -28768 1 0
1 2 0 96425 0 0
3 3 1 -25475 0 2
1 4 4 97927 0 0
4 1 4 51114 1 3
4 2 0 51383 1 1
2 2 2 70620 0 0
3 4 0 -32096 0 2
0 1 1 -33669 1 0
4 3 0 61318 1 3
2 3 1 -39692 1 0
1 1 4 -32826 0 0
2 1 4 23212 0 0
1 4 0 84724 1 1
2 0 4 83546 1 1
0 2 1 11753 1 0
1 4 3 -23915 0 0
1 4 3 -31620 0 0
2 4 1 -48306 0 0
3 2 3 -38627 0 2
1 1 0 17994 0 0
0 3 1 -10569 0 0
1 1 2 6019 1 0
1 0 0 -25403 1 0
4 2 0 18741 1 1
4 3 4 20768 0 2
0 4 0 -19047 1 0
2 4 0 92279 1 1
3 0 0 22360 0 1
3 2 0 42366 0 1
4 3 1 -42857 0 2
0 1 1 17572 1 0
4 1 3 23189 1 3
4 0 2 -29622 1 1
4 2 2 44051 0 1
4 3 4 -28467 0 2
2 2 1 33344 1 0
2 2 4 54062 0 0
4 2 1 76836 1 1
3 0 4 14897 0 2
0 4 4 92750 0 0
1 4 2 14033 0 0
1 1 0 -9343 0 0
3 1 4 -38887 0 2
3 1 4 -10576 0 2
0 0 2 39449 0 0
4 0 3 39285 0 2
3 0 0 47174 0 1
2 4 2 90957 0 0
2 1 1 -33300 0 0
0 2 4 61559 0 0
1 1 2 54690 1 1
2 3 4 -17833 0 0
3 2 0 66920 0 1
4 2 3 52571 0 2
3 2 1 4970 1 1
1 3 4 78280 1 1
0 3 2 93182 0 0
4 3 2 -7002 0 2
1 2 2 21931 1 0
2 0 4 98310 0 0
1 3 2 -28580 1 0
1 3 3 -579 0 0
1 1 0 -42789 0 0
3 3 3 40674 1 3
1 4 3 -6379 1 0
2 1 4 -48416 1 0
2 3 0 58503 0 0
4 2 3 -16539 1 3
2 2 2 75341 0 0
0 3 2 75957 0 0
1 0 1 -296 0 0
0 1 3 90415 0 0
2 2 4 -20492 0 0
1 0 3 -7981 0 0
0 3 1 83309 1 1
0 3 0 2948 0 0
1 1 0 -32220 1 0
3 4 1 -35034 0 2
1 0 4 35996 1 0
1 1 0 95882 1 1
1 4 4 4640 1 0
3 2 1 -26132 0 1
2 0 4 76632 1 1
4 4 4 45689 1 3
1 4 4 -43097 1 0
3 0 2 26636 0 1
0 4 0 -9025 1 0
3 1 0 35525 1 1
2 4 3 8568 0 0
0 3 4 21802 0 0
2 2 4 -35745 0 0
0 4 0 -20013 0 0
3 1 3 25220 1 3
0 3 4 23911 0 0
0 1 4 -35911 0 0
2 2 4 3634 1 0
1 4 2 -24322 1 0
1 3 2 12220 1 0
0 0 4 86735 0 0
3 0 3 82941 0 2
1 2 4 32785 1 0
2 0 3 -9908 1 0
2 3 3 45726 0 0
3 3 1 -7015 1 3
1 0 2 12144 1 0
0 2 3 -6788 0 0
4 4 3 43464 1 3
0 0 2 76277 1 1
4 4 1 45941 0 2
3 2 1 -41669 1 1
3 1 2 -2519 0 1
2 1 0 15088 0 0
3 0 1 45732 1 1
2 0 2 -34328 0 0
0 4 1 71617 1 1
4 2 0 53706 1 1
4 2 3 9343 1 3
1 0 2 4471 1 0
3 3 1 15380 1 3
1 2 4 33601 1 0
0 4 3 52494 1 1
1 3 3 13496 0 0
1 0 0 -15825 0 0
0 4 4 11122 1 0
4 1 0 88248 0 1
2 4 4 39323 0 0
0 3 3 -48429 1 0
3 1 4 47286 0 2
2 3 3 -49874 0 0
4 3 3 98254 1 3
4 1 1 90294 0 1
4 2 2 -44948 0 1
2 2 2 75794 1 1
2 2 2 69453 0 0
4 4 4 79980 1 3
4 4 2 61332 1 3
2 3 0 51744 0 0
0 0 4 67593 0 0
3 0 3 -33217 0 2
1 4 2 84413 0 0
3 4 4 -21495 0 2
3 1 4 55390 0 2
0 1 4 -20656 1 0
4 2 1 53638 0 1
4 1 0 6826 1 1
0 1 1 88138 1 1
0 3 4 70622 1 1
3 1 0 -29713 1 1
2 4 4 -23043 0 0
1 0 0 34883 0 0
2 2 3 57480 1 1
2 3 1 38564 1 0
2 1 1 -3743 0 0
1 2 2 5491 1 0
1 1 2 37937 0 0
4 3 2 59751 0 2
4 1 2 -21854 1 1
1 4 4 19242 1 0
0 2 1 62419 1 1
2 0 0 -45568 0 0
3 0 3 16336 1 3
3 3 4 48412 1 3
4 1 4 -22867 1 3
4 1 0 66947 1 1
0 4 4 -49883 1 0
3 4 3 61501 0 2
4 4 0 -18047 1 3
0 1 2 -43588 0 0
4 1 3 47642 0 2
0 2 4 40779 1 1
2 1 0 26219 1 0
3 0 4 40268 0 2
3 4 2 80430 1 3
0 1 4 77234 0 0
4 1 3 44745 1 3
3 0 1 -4938 0 1
1 2 4 94455 0 0
3 0 3 44186 1 3
3 0 0 4385 0 1
4 3 4 199 0 2
3 0 1 2592 1 1
2 1 1 -3938 1 0
1 3 1 67744 0 0
1 0 2 84508 0 0
2 1 1 99012 0 0
3 0 4 18629 0 2
3 0 2 24103 0 1
0 0 1 -12843 0 0
2 1 2 -13500 0 0
3 4 3 61074 0 2
2 3 0 96281 1 1
0 0 1 84346 0 0
2 2 2 10037 1 0
2 2 2 22929 0 0
0 4 2 -21889 0 0
0 1 0 -12318 1 0
3 4 2 -29285 1 3
2 0 2 -1854 1 0
0 4 1 7444 0 0
1 3 4 5375 1 0
3 2 1 92160 1 1
4 1 3 -46177 0 2
0 2 0 -36673 0 0
0 0 3 49290 1 1
0 2 2 67477 0 0
2 2 1 -20495 0 0
0 2 2 -35993 1 0
2 2 3 -28895 0 0
3 0 1 32284 1 1
3 1 2 28406 1 1
3 1 0 -10072 1 1
2 0 4 -27150 1 0
4 3 4 19834 1 3
4 1 1 -41635 0 1
3 3 3 98674 0 2
3 2 2 78777 0 1
0 3 3 14478 1 0
4 2 1 -4183 1 1
2 2 1 20656 1 0
3 1 3 -21280 0 2
0 1 1 81005 1 1
3 3 4 17807 0 2
4 1 1 18627 1 1
2 4 1 86228 1 1
1 4 4 53065 1 1
4 1 0 -14338 0 1
4 3 1 7776 0 2
1 4 4 66905 0 0
2 0 4 2237 1 0
2 1 4 6523 1 0
3 0 4 42790 1 3
1 1 3 31378 0 0
3 0 1 95236 1 1
1 4 2 -24879 0 0
0 1 0 -24756 1 0
4 2 4 50767 1 3
1 0 2 44666 1 1
2 2 4 -20522 0 0
1 4 4 58868 1 1
3 0 4 61518 1 3
1 0 0 9046 0 0
2 4 0 58469 1 1
0 1 3 20195 1 0
0 0 4 32240 0 0
0 1 1 -15429 1 0
0 2 1 11751 0 0
2 0 2 -18555 0 0
0 3 3 36726 0 0
1 1 3 -20450 1 0
0 1 2 47728 0 0
0 3 1 88106 1 1
4 2 2 -48829 0 1
3 1 0 7085 1 1
3 0 0 59456 1 1
1 2 4 -17795 0 0
3 0 2 35994 1 1
1 1 0 78486 0 0
4 2 2 47829 0 1
2 3 3 83002 0 0
0 4 2 50895 0 0
1 2 4 69901 0 0
3 2 2 6735 0 1
3 2 4 53767 0 2
4 4 2 34281 1 3
3 1 3 32000 1 3
0 2 1 37795 0 0
4 0 1 35034 1 1
4 4 3 46826 0 2
0 4 0 9844 0 0
3 2 4 42094 1 3
1 4 1 35195 0 0
2 2 2 62406 0 0
4 4 1 -11932 0 2
4 3 3 38546 1 3
3 4 3 48000 1 3
0 4 4 62040 1 1
3 0 3 39067 1 3
3 0 0 -44886 1 1
4 4 3 16034 1 3
1 1 2 64977 1 1
3 0 0 -755 1 1
3 1 1 -18177 1 1
4 3 2 -11963 1 3
1 4 2 -13851 1 0
3 2 0 -49759 0 1
4 0 0 -32340 1 1
0 4 4 36347 0 0
2 1 2 -12384 0 0
2 2 2 27842 1 0
0 3 0 14984 1 0
4 4 4 -23269 1 3
3 2 3 88562 1 3
4 4 0 -29924 0 2
0 4 3 27000 0 0
1 3 4 40584 1 1
2 1 4 82046 0 0
3 2 0 -31221 1 1
2 0 1 53045 0 0
0 1 1 8792 0 0
4 4 1 -19496 1 3
2 1 3 97060 0 0
4 2 3 20476 0 2
3 4 3 79655 0 2
1 3 4 11488 0 0
2 0 3 73427 0 0
1 2 4 -35007 1 0
2 2 3 -29047 1 0
2 2 4 8821 1 0
1 0 0 65673 1 1
1 4 1 69962 1 1
3 2 0 85511 0 1
3 0 1 80555 0 1
4 0 2 21919 0 1
0 2 4 36131 1 0
1 0 4 -24265 0 0
3 4 0 -21736 1 3
3 4 4 70365 1 3
0 0 3 95454 0 0
4 3 3 74679 1 3
0 3 2 88104 0 0
4 2 2 99221 0 1
1 1 3 1965 0 0
4 0 1 1834 1 1
0 1 3 -32926 1 0
0 3 1 42167 1 1
3 4 2 -14961 1 3
2 4 0 60022 0 0
1 3 1 59247 0 0
0 2 3 -22413 0 0
4 4 0 -46446 1 3
1 0 0 12563 1 0
2 3 2 -1148 1 0
3 0 1 27884 0 1
3 4 2 98282 1 3
1 4 1 36263 0 0
0 1 3 -16245 1 0
1 4 2 33979 1 0
1 2 1 33478 1 0
4 2 3 93773 1 3
1 3 0 811 0 0
1 3 2 88974 0 0
3 3 3 18854 1 3
0 3 3 81937 1 1
2 1 1 21846 1 0
2 4 4 16768 1 0
2 3 4 27518 0 0
1 4 3 7621 0 0
0 3 4 54167 1 1
2 1 1 70919 1 1
4 1 0 11115 0 1
3 2 1 26082 1 1
3 3 4 32906 0 2
4 1 1 -23811 0 1
